;6\J6\˜;.Nº3.N2;®gÎ®g;._ø!._F ;¾'¾Z%;6€ð6€>;e2eh0;d|.dÊ,;~j†~jÔ;6oV)6oæ$;‡ð‡>;6\6'6\„%;®g`&®g®$;6€J6€˜;&€ò7&€@6;‡J‡˜;¾[æ¾[Ô;6€0	6€~;~j+~jl);¾[0=¾[~ ;eJe˜;6oì6o:;®gJ®g˜;~jà~j. ;._ö._D;6W¦,6Wô*;._J._˜;6€®36€ü1;¾[ˆ.¾[Ö,;&€œ&€ê;¾f¾´;._Î6._5;dìdÌ?;en#e¼!;¶3’¶0?;6o‚,6oÐ*;‡ø:‡F9;
766,000;0,04490805;0,04302788;0,04291296;0,04150152;0,03856325;0,04312372;0,04888773;0,03937292;0,04493475;0,04467392;0,0508709;0,03955507;0,04115248;0,03954363;0,04332209;0,03732777;0,0468626;0,03916359;0,03533649;0,04145193;0,04678392;0,04474401;0,04854059;0,04284811;0,03791475;0,0433383;0,04140329;0,04452229;0,03780699;0,04361773;0,04327536;0,03978825;0,04544306;0,04676914;0,03758717;0,04915476;0,04666567;
767,000;0,05919552;0,06612015;0,05505753;0,05702305;0,07260561;0,0565958;0,04944611;0,05572462;0,05603504;0,06176281;0,05335712;0,05000448;0,05328751;0,05312109;0,04973698;0,06026649;0,05270338;0,06293058;0,05859566;0,05370569;0,05904722;0,0621171;0,06145287;0,06225872;0,04100227;0,04991055;0,05597401;0,06484556;0,05089664;0,0443902;0,04960346;0,04406118;0,04355526;0,05890703;0,04971647;0,04843521;0,0585413;
768,000;0,04741955;0,04783916;0,03648424;0,04732084;0,04628801;0,04382706;0,04514122;0,03296518;0,04226112;0,04118061;0,05257082;0,04023504;0,04706526;0,03954029;0,04081631;0,04663467;0,04390717;0,04435492;0,03120232;0,04379082;0,04176903;0,04338694;0,03642273;0,0370512;0,04193068;0,04462671;0,04086161;0,0411315;0,04965401;0,04580879;0,04196215;0,04001427;0,04184771;0,04355335;0,0384388;0,03461742;0,03541422;
769,000;0,04544735;0,04588318;0,05632877;0,04099798;0,05090952;0,04052973;0,04988337;0,04792452;0,04285669;0,05223799;0,04470348;0,04619408;0,05186987;0,04341173;0,0483861;0,04250717;0,050138;0,04168034;0,05371666;0,04283476;0,0441184;0,05109215;0,05070543;0,03852797;0,05199862;0,04684973;0,04783869;0,05548477;0,0446434;0,04195166;0,04585981;0,04229879;0,05676126;0,05293083;0,03944683;0,05608273;0,04423666;
770,000;0,05318689;0,06151724;0,04777479;0,061306;0,05905676;0,05105925;0,05198908;0,06100607;0,05208445;0,0524087;0,050457;0,0485878;0,0513382;0,05063534;0,0573144;0,0595293;0,05423737;0,05166674;0,05703735;0,05609369;0,05115604;0,05367517;0,05491877;0,04806042;0,05620956;0,05450678;0,05264139;0,04965401;0,04764318;0,05553627;0,05053568;0,05272436;0,05674934;0,06114054;0,04863167;0,05601788;0,05254364;
771,000;0,05055666;0,03790998;0,04871368;0,04349899;0,0442028;0,03789139;0,04827881;0,04351044;0,04801035;0,04327631;0,03823853;0,03795958;0,04902601;0,04630232;0,04097843;0,04353857;0,04128838;0,04326296;0,03470325;0,04553413;0,04204321;0,04398012;0,04351234;0,04190159;0,04305315;0,04575396;0,04733562;0,04681969;0,04805756;0,04259586;0,0466485;0,05133963;0,04100561;0,04686213;0,05226278;0,04157305;0,04055548;
772,000;0,05199051;0,05490351;0,05422258;0,04916954;0,0610981;0,05959034;0,05087757;0,05583525;0,06459236;0,0531559;0,05304527;0,05506182;0,0557065;0,05038643;0,04817915;0,05895567;0,05662966;0,05342817;0,0461483;0,05921316;0,05894852;0,04653263;0,05192232;0,05514812;0,05532932;0,04806566;0,05406332;0,05033493;0,0537858;0,05362368;0,04936934;0,05274153;0,05401897;0,05120564;0,04949522;0,05740261;0,0563345;
773,000;0,03694248;0,04402065;0,03905249;0,04812384;0,04114628;0,04647732;0,03429604;0,04015923;0,04053497;0,04294062;0,03998852;0,04839325;0,04034901;0,05409098;0,03974152;0,0541501;0,03711748;0,04246187;0,04597044;0,04328442;0,04025316;0,04222107;0,0398922;0,03431273;0,04885197;0,0430665;0,04484606;0,04219532;0,03216124;0,04006577;0,03954792;0,04533148;0,04535627;0,04253578;0,04009867;0,04084492;0,03771257;
774,000;0,05064917;0,03068304;0,05964994;0,04363251;0,0341506;0,03640842;0,048522;0,04432201;0,04485273;0,04167557;0,05138063;0,04789686;0,03616524;0,03543949;0,04765034;0,04707623;0,05401373;0,05005217;0,03309584;0,03897142;0,04826403;0,0473423;0,04461575;0,05064917;0,0360508;0,03640795;0,0558939;0,05077839;0,04000807;0,04466724;0,05077696;0,04108286;0,04761791;0,04754066;0,03917027;0,03265524;0,04239607;
775,000;0,05897045;0,06676006;0,05052996;0,04635525;0,07430029;0,06475639;0,06348705;0,05036592;0,05800772;0,05806637;0,06916142;0,06401634;0,05614376;0,06268311;0,05769253;0,05787325;0,05530405;0,05681133;0,06183338;0,06298113;0,05836821;0,05259228;0,05237389;0,048141;0,05980968;0,07112265;0,05008268;0,06012726;0,06932259;0,05894327;0,05535221;0,05600977;0,05525351;0,06402826;0,06045723;0,05226278;0,066504;
776,000;0,03888607;0,0289588;0,03916502;0,03615999;0,03055239;0,01979399;0,03664589;0,02880192;0,03071404;0,03371716;0,02897596;0,02609873;0,02251291;0,03193045;0,03150702;0,03264666;0,03269434;0,04186249;0,03839684;0,03444052;0,0304451;0,03483534;0,01918745;0,02918482;0,0313859;0,03756046;0,04182911;0,03586483;0,03551006;0,04417086;0,02630091;0,03518391;0,03005552;0,04021883;0,02305746;0,03402424;0,03978634;
777,000;0,04927158;0,061234;0,06225014;0,05618286;0,05234718;0,05640078;0,05773354;0,04615116;0,04751158;0,05351114;0,04346418;0,0633564;0,05279922;0,05952406;0,05511904;0,06098127;0,04458094;0,0523324;0,05967522;0,05116844;0,06138182;0,05818653;0,05278206;0,05242157;0,0655179;0,05751514;0,04485273;0,05264521;0,05237627;0,05428505;0,05136395;0,04115152;0,05288839;0,0434947;0,04050684;0,04296017;0,04869461;
778,000;0,04868269;0,05494261;0,05237913;0,05754471;0,05722666;0,06143141;0,04874802;0,04271746;0,05161715;0,04345942;0,04545259;0,04473543;0,04286623;0,04344034;0,03543663;0,05131674;0,0480175;0,04308081;0,05171776;0,04087782;0,04981804;0,03021717;0,04788685;0,03626537;0,0401597;0,05058956;0,0365901;0,04669714;0,04966974;0,04455137;0,04719114;0,05164289;0,03324318;0,04889297;0,05073738;0,0395155;0,05087709;
779,000;0,03748083;0,02068233;0,03798246;0,03191328;0,02742052;0,02219248;0,0285697;0,02700996;0,04040194;0,02905416;0,02593517;0,02688456;0,03407383;0,02938843;0,01550531;0,02996063;0,02677584;0,02770519;0,02691793;0,02868319;0,03276491;0,0391717;0,0265379;0,0233674;0,03183603;0,02304649;0,02829885;0,03417873;0,0283246;0,02737045;0,02497101;0,03939819;0,0308032;0,02876568;0,02479172;0,02475023;0,03147793;
780,000;0,04879427;0,06322622;0,03662491;0,05070591;0,06698322;0,06048918;0,05478716;0,05743504;0,05236626;0,06099463;0,06112146;0,06060314;0,06458712;0,04848099;0,05461597;0,05461836;0,06042004;0,06402874;0,0543108;0,0577302;0,06444836;0,0500102;0,05196285;0,05154562;0,05479193;0,04508591;0,05160713;0,05765915;0,05754089;0,06093311;0,05465078;0,04881144;0,05862141;0,05440521;0,05095911;0,05735493;0,06104898;
781,000;0,04075575;0,04460716;0,04185104;0,05135632;0,03683138;0,03416204;0,03248358;0,04259109;0,03302717;0,03728724;0,03553486;0,05094194;0,03459358;0,04635096;0,03216362;0,04335928;0,03707647;0,03950453;0,03763771;0,03962088;0,03203535;0,02800608;0,02985668;0,03466129;0,04314423;0,04096127;0,03837729;0,04274273;0,04036713;0,0350318;0,03228664;0,03826666;0,02718353;0,04030943;0,04051733;0,03985929;0,03199291;
782,000;0,04438972;0,0421133;0,05343199;0,04914761;0,04654074;0,04637289;0,05189943;0,04319859;0,04912424;0,0497961;0,05847931;0,04973841;0,04974508;0,05184698;0,04737473;0,04780149;0,04325104;0,0413866;0,0480423;0,04014492;0,04856253;0,05092335;0,04698324;0,04359484;0,04737854;0,04916668;0,05762005;0,04588509;0,04940701;0,04872084;0,04233265;0,05006313;0,05339241;0,04817486;0,04650164;0,04375505;0,05045986;
783,000;0,04713202;0,05762768;0,04720402;0,04990005;0,05490017;0,06037712;0,05165768;0,05302906;0,04790401;0,05537987;0,04929256;0,05327797;0,05239487;0,04829073;0,05082512;0,04438734;0,05213499;0,04997683;0,04974985;0,05504847;0,05208158;0,04938364;0,05470324;0,05287361;0,05567122;0,05192375;0,04817533;0,05306101;0,04712343;0,04571867;0,04506826;0,04751015;0,05105877;0,05232239;0,05262995;0,05134916;0,05499125;
784,000;0,0548296;0,03714228;0,05244255;0,04354429;0,04625273;0,0463295;0,04750347;0,04245186;0,04586124;0,04628992;0,05072784;0,04195595;0,03707647;0,04271364;0,04567003;0,05042362;0,04376411;0,0430603;0,04102898;0,04354286;0,05020571;0,03971052;0,04631567;0,04780436;0,04988003;0,051651;0,04801226;0,04304075;0,05346489;0,04824543;0,04738617;0,04499865;0,04376984;0,04479361;0,0469842;0,04359245;0,05530453;
785,000;0,03578186;0,03533268;0,04344082;0,03600264;0,04156542;0,04809427;0,0444746;0,04388905;0,05266905;0,04550648;0,04706955;0,05205059;0,04787159;0,0445509;0,04448509;0,04458046;0,03375816;0,04542208;0,03624296;0,04744959;0,04467344;0,04395485;0,04060078;0,04215145;0,04071665;0,03649759;0,03831434;0,05492353;0,04721546;0,03990602;0,04619551;0,04123306;0,03572273;0,04481745;0,03746748;0,04054213;0,03850794;
786,000;0,03895569;0,04912853;0,03378868;0,05302763;0,05279875;0,05368137;0,0451355;0,04780197;0,0395503;0,04795933;0,04026985;0,05012846;0,04665184;0,03927183;0,05466366;0,05807638;0,0399785;0,04888725;0,0494132;0,0507555;0,04681921;0,03422832;0,04261971;0,06063795;0,04653263;0,05034637;0,04587698;0,04577303;0,04109859;0,03828144;0,04709244;0,04196882;0,04706049;0,0428443;0,05415916;0,0439949;0,04642439;
787,000;0,04216194;0,03605556;0,04767418;0,03912401;0,03272343;0,03554344;0,03849602;0,02953815;0,03492022;0,04789019;0,03515911;0,04480124;0,04760265;0,03836775;0,03908443;0,0359869;0,05439281;0,04510117;0,02907562;0,03551054;0,0321393;0,04126263;0,04124498;0,03326893;0,02937984;0,03589392;0,03899479;0,03800678;0,04757309;0,04470396;0,03537893;0,03542185;0,03523207;0,04142284;0,04241037;0,02617788;0,03564882;
788,000;0,0350256;0,03955841;0,04504633;0,04670858;0,04688358;0,05242062;0,04846001;0,04458237;0,04879856;0,05115891;0,04880524;0,04552555;0,05047655;0,04582644;0,04344034;0,04957962;0,04276419;0,04031658;0,0606451;0,04964733;0,05461788;0,04303932;0,05780315;0,0440321;0,04982615;0,04648447;0,04360819;0,05422592;0,05361414;0,04648209;0,04914474;0,04586458;0,06380415;0,05202007;0,03813076;0,04932499;0,05233479;
789,000;0,05690193;0,05007935;0,04604959;0,04647923;0,04314995;0,04500866;0,04182482;0,04819965;0,0470643;0,04109621;0,04796362;0,03961849;0,0388751;0,04391098;0,04758358;0,04742193;0,05170012;0,05122375;0,03744507;0,04451418;0,04365826;0,04105091;0,04643106;0,04167986;0,04185724;0,05058908;0,0449748;0,04733896;0,04373264;0,04618168;0,04039574;0,04170799;0,0436492;0,04841661;0,04903793;0,03973341;0,04140615;
790,000;0,05311251;0,03471518;0,05941391;0,04520893;0,04449129;0,04239845;0,05380487;0,0342927;0,04760742;0,04317713;0,05608892;0,04955912;0,05159426;0,04172945;0,04800987;0,043118;0,05313301;0,04942703;0,04956961;0,04110289;0,05000257;0,04170513;0,05196571;0,03450203;0,04289484;0,0471282;0,05055332;0,05599546;0,05289602;0,03434753;0,03981686;0,04878426;0,04971647;0,04338264;0,04278374;0,04285288;0,03758383;
791,000;0,05655193;0,07078648;0,0470829;0,06550312;0,07065821;0,05921698;0,05841112;0,05767727;0,06869841;0,07032156;0,05524397;0,05717039;0,0604372;0,05593586;0,06450224;0,05566072;0,05258131;0,05464745;0,07195568;0,06606531;0,05662203;0,05284262;0,06087255;0,0618329;0,05684042;0,05801916;0,05900908;0,04430723;0,0514493;0,05523872;0,05400991;0,05180645;0,05397463;0,05218601;0,05576944;0,05149221;0,05393934;
792,000;0,02802277;0,02489233;0,02834082;0,03309202;0,01512957;0,02763081;0,03311682;0,03899479;0,03863716;0,04045963;0,03889656;0,04001045;0,02244186;0,02518511;0,02939129;0,02064228;0,03499889;0,0392704;0,01642179;0,0332818;0,02075195;0,03107262;0,02582073;0,0316968;0,01909828;0,02588272;0,02838659;0,02361012;0,04664993;0,02821493;0,02944708;0,03390932;0,02714109;0,03735542;0,03746891;0,02926016;0,03400087;
793,000;0,0491209;0,05618095;0,05533934;0,05327606;0,05435228;0,07363176;0,05894518;0,04299831;0,04946852;0,04608822;0,07223177;0,04847574;0,06019258;0,05685759;0,06905031;0,05243635;0,05169582;0,05864;0,06733847;0,04995012;0,0517416;0,05456734;0,05815983;0,05616617;0,06106043;0,06419039;0,05431175;0,06685591;0,06075191;0,05865622;0,05092716;0,04732752;0,06756783;0,04770613;0,0431819;0,05498791;0,07093525;
794,000;0,03970957;0,04693508;0,04893351;0,05144119;0,04693604;0,05165291;0,04439497;0,04421234;0,04437208;0,04898882;0,04229403;0,04661942;0,05155802;0,04214716;0,04238081;0,04435015;0,04670763;0,05141211;0,04469824;0,04665327;0,04916143;0,04916525;0,04914188;0,05155468;0,04460812;0,04688454;0,04670906;0,04226208;0,0537858;0,04208755;0,03974676;0,04426718;0,04002047;0,04884911;0,04420757;0,03749895;0,05160856;
795,000;0,04868793;0,03520203;0,05228281;0,04501247;0,03952646;0,04895163;0,04919243;0,04627991;0,045012;0,04543972;0,04438019;0,04380703;0,04471064;0,0499692;0,04486227;0,0530262;0,04180622;0,04875088;0,04635334;0,05213213;0,04401493;0,03517103;0,04321289;0,0409894;0,04012156;0,04614878;0,04716778;0,0468483;0,04532337;0,04924726;0,04339647;0,04451227;0,04131079;0,04966688;0,0462389;0,04609156;0,04493761;
796,000;0,05645084;0,06703806;0,05199909;0,06311131;0,06224155;0,06551886;0,05505753;0,06046247;0,05707073;0,06453419;0,06187391;0,05878448;0,05735922;0,06583309;0,06350899;0,05472326;0,06072426;0,05865431;0,06058979;0,07380867;0,05790949;0,05938435;0,05987978;0,05137634;0,05400419;0,05525208;0,05898046;0,0616231;0,05863619;0,05122471;0,0481925;0,0505209;0,06781435;0,05613756;0,06072187;0,05366802;0,06158733;
797,000;0,04412699;0,03802824;0,04880905;0,04722214;0,0431242;0,03870201;0,03362131;0,03468895;0,03532553;0,04025555;0,05383205;0,04248619;0,03409672;0,03789377;0,0338974;0,04392672;0,03070307;0,03625679;0,03840494;0,03883553;0,03703117;0,03980637;0,04411983;0,02975893;0,03665638;0,04103184;0,03512144;0,03402567;0,03101921;0,03277731;0,03274012;0,03964281;0,03426647;0,03535652;0,03254795;0,03302622;0,04294395;
798,000;0,03499794;0,03591442;0,03884459;0,04213715;0,05055285;0,03119707;0,06088161;0,04187393;0,05143785;0,04810524;0,03586197;0,05232716;0,0426116;0,04803038;0,03757238;0,04974413;0,04146671;0,04355907;0,04465914;0,03816175;0,05234575;0,03800344;0,04537296;0,05206013;0,04102802;0,03906441;0,05028343;0,05241442;0,03882694;0,03636551;0,03681278;0,04378748;0,04864073;0,03869581;0,02417183;0,04746866;0,05234385;
799,000;0,04711151;0,04736996;0,04224586;0,05373955;0,05040312;0,05026722;0,04152775;0,05273294;0,06096649;0,04776049;0,05737114;0,04572248;0,05822229;0,04136133;0,04774761;0,04502439;0,04815006;0,04279041;0,05037785;0,04358053;0,05775404;0,0339303;0,05668068;0,054039;0,04793024;0,05040789;0,04527378;0,04884815;0,03601217;0,05036449;0,04175138;0,02767086;0,04144859;0,04295444;0,04925919;0,03805876;0,04051685;
800,000;0,03614569;0,01809788;0,04111052;0,04316854;0,02198792;0,02802372;0,04832935;0,04015636;0,03992033;0,02767658;0,04317617;0,02087593;0,04079294;0,03530025;0,04074764;0,03224325;0,04561758;0,03090143;0,03033733;0,03091478;0,0325942;0,04883623;0,03335857;0,01564884;0,02317095;0,02910709;0,03101444;0,02780962;0,03129768;0,03685236;0,02898169;0,03201628;0,0381484;0,03201199;0,02854776;0,03484821;0,03593969;
801,000;0,07269669;0,0682168;0,06291389;0,04579163;0,07727671;0,06371021;0,05404425;0,06303263;0,07665682;0,06390524;0,05856514;0,04641104;0,07245064;0,05408573;0,06314802;0,05419445;0,05412579;0,07294035;0,08120251;0,06804609;0,06791735;0,05378294;0,05897045;0,05446148;0,07244778;0,05058336;0,05845165;0,0593195;0,05866957;0,06797647;0,05035973;0,03674221;0,0770092;0,05466986;0,05451727;0,06280279;0,05005217;
802,000;0,05702353;0,03907919;0,04916334;0,06090164;0,04038;0,0512495;0,05536652;0,03708553;0,03260183;0,06126261;0,03299332;0,06332397;0,05366945;0,04663324;0,05024004;0,0403204;0,05067444;0,05967236;0,02500105;0,0439477;0,04209852;0,03955889;0,04097271;0,03615475;0,03177357;0,06324244;0,03613377;0,0559082;0,04581881;0,05361557;0,0527029;0,04281092;0,04354334;0,05887222;0,04326391;0,03626633;0,05333233;
803,000;0,04652786;0,03559875;0,07136917;0,06117916;0,05277348;0,04920578;0,06464338;0,04716921;0,0488615;0,04264355;0,04801083;0,05012798;0,06096458;0,04928827;0,04886007;0,05066824;0,05333424;0,04894018;0,05960989;0,03495073;0,04822493;0,04911995;0,04091978;0,05748177;0,04415226;0,04925966;0,05826378;0,04060745;0,05106354;0,04120874;0,0486412;0,04590893;0,04387808;0,04546928;0,04896545;0,04327965;0,03493786;
804,000;0,07285213;0,06899071;0,05637407;0,06886053;0,06581306;0,06251431;0,05334902;0,06123066;0,0542264;0,05290318;0,05923939;0,0551405;0,05150366;0,04738474;0,04721403;0,04455376;0,05903625;0,07238436;0,04569578;0,0686636;0,06267262;0,05697012;0,05736971;0,06066275;0,05789661;0,06182718;0,07046747;0,05779886;0,0511322;0,0531106;0,06287146;0,04266739;0,06754017;0,04763651;0,05490208;0,04155302;0,05276918;
805,000;0,037642;0,02993584;0,03332758;0,02795076;0,03462219;0,03890467;0,04346991;0,02729225;0,0481739;0,04641724;0,03828096;0,02544498;0,03629351;0,05226135;0,03472757;0,02906656;0,03537369;0,03752089;0,03318644;0,03304195;0,03639603;0,03156662;0,03800583;0,03974962;0,02896786;0,04288435;0,03860474;0,03645802;0,04704952;0,02602386;0,03670835;0,02672482;0,03189468;0,03603315;0,02597141;0,03587008;0,0337038;
806,000;0,04810238;0,05008745;0,04667807;0,04931593;0,05894804;0,05710745;0,06076288;0,04892445;0,05069542;0,0648365;0,04677296;0,05209494;0,05263567;0,04752159;0,05463696;0,04503918;0,05470181;0,04269981;0,06403637;0,05160618;0,04313135;0,04761696;0,05307484;0,04703045;0,03694534;0,04632568;0,05310249;0,05376148;0,05499554;0,04807615;0,04912949;0,05561113;0,05024767;0,05102587;0,04892206;0,05208302;0,04791832;
807,000;0,04699707;0,03753948;0,02737045;0,04702759;0,03818274;0,03768492;0,0427742;0,03742886;0,03383493;0,03763819;0,03320694;0,03731537;0,03080559;0,03345108;0,04071808;0,03345728;0,04059219;0,04337978;0,03206205;0,03135586;0,04033279;0,03347683;0,05023146;0,04008818;0,05626822;0,02777576;0,02748537;0,0340786;0,0368433;0,03473663;0,04997253;0,02834654;0,03390503;0,03120089;0,04021645;0,03731298;0,03499365;
808,000;0,04914951;0,04660845;0,06121349;0,04585791;0,03796768;0,04437542;0,06258821;0,05209112;0,04801178;0,05077887;0,06108236;0,05039167;0,05135775;0,05043173;0,05049896;0,05356169;0,0540719;0,04700041;0,03904963;0,04774857;0,04847383;0,05659389;0,04753208;0,04590225;0,04631424;0,04535341;0,06415987;0,05450869;0,05666256;0,04392147;0,05054808;0,04780149;0,05837488;0,04093075;0,04941559;0,05438614;0,03612423;
809,000;0,05302143;0,04560137;0,05761862;0,05478764;0,06040525;0,05685186;0,04696512;0,06847239;0,06542158;0,05571079;0,06076097;0,04518127;0,05877686;0,05116367;0,06359005;0,05241203;0,05168152;0,06308889;0,06023788;0,06553793;0,0632;0,04770613;0,06128263;0,04280186;0,06181526;0,06427336;0,05457544;0,0573988;0,05229712;0,05038691;0,06240082;0,05300903;0,06387806;0,05002213;0,04658127;0,05685902;0,0695715;
810,000;0,03942442;0,01990938;0,02732754;0,04205179;0,01755333;0,01324034;0,02124739;0,008555889;0,021101;0,003183842;0,01838732;0,01918173;0,02819777;0,01192093;0,02143526;0,02434635;0,01764488;0,01596022;0,02755022;0,03303623;0,01358032;0,01976633;0,005740166;0,01844215;0,02795076;0,01786757;0,022439;0,01134205;0,02249813;0,0229311;0,01875639;0,0113306;0,01097775;0,02770615;0,02366734;0,004758835;0,02593756;
811,000;0,0341773;0,02271843;0,03981352;0,01996994;0,03117847;0,05283594;0,04838085;0,01721668;0,03943539;0,02737951;0,03635883;0,03841543;0,03508806;0,02909899;0,04485607;0,02762985;0,04227066;0,02233744;0,03397322;0,03075743;0,03859234;0,03838301;0,05348349;0,0344367;0,03556347;0,02150679;0,03780937;0,02657557;0,02180004;0,02011728;0,04830074;0,01727962;0,04098177;0,02557945;0,03624392;0,0470233;0,0386939;
812,000;0,07604122;0,08670139;0,05328083;0,07204628;0,09379482;0,0775094;0,05907536;0,09576702;0,07785463;0,07260656;0,07114267;0,06955862;0,10461;0,08458614;0,1016488;0,06976748;0,07140541;0,08638334;0,06464863;0,07018423;0,07916927;0,05297184;0,07962084;0,08653259;0,08417702;0,07733536;0,05611563;0,07719278;0,06682348;0,07758188;0,06112289;0,0753274;0,08063841;0,07411861;0,06317282;0,07750893;0,06462955;
813,000;0,04187632;0,04392958;0,0425806;0,03722668;0,007008553;0,02991056;0,04197264;0,02811289;0,03078985;0,02450943;0,05121279;0,04152012;0,01953697;0,04283762;0,03176785;0,03614759;0,04119444;0,03759766;0,02859592;0,02392673;0,03069019;0,02179384;0,01408291;0,0381937;0,03803968;0,02742195;0,03834724;0,04518843;0,04730368;0,05431223;0,02304697;0,04792261;0,05185556;0,03186131;0,02836895;0,02233553;0,01379538;
814,000;0,04325294;0,04335976;0,05114746;0,0433569;0,04397869;0,02752876;0,05114746;0,05588198;0,03550386;0,03538656;0,04304028;0,03510761;0,04772091;0,03926706;0,04333735;0,03926086;0,03923273;0,04364538;0,05563402;0,04756355;0,04734755;0,04348516;0,03563356;0,03139353;0,03531408;0,03564358;0,03916407;0,06397724;0,03518677;0,03922224;0,03544998;0,03524923;0,03887272;0,04344416;0,04327917;0,05142879;0,03957033;
